work_year,experience_level,job_title,salary_in_usd,company_location,company_size
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,SE,Data Engineer,147100,US,M
2023,SE,Data Engineer,90700,US,M
2023,SE,Data Analyst,140000,US,M
2023,SE,Data Analyst,95000,US,M
2023,SE,Data Analyst,204500,US,M
2023,SE,Data Analyst,138900,US,M
2023,SE,Data Modeler,168400,US,M
2023,SE,Data Modeler,105200,US,M
2023,SE,Research Scientist,205500,US,M
2023,SE,Research Scientist,132500,US,M
2023,SE,Data Scientist,147100,US,M
2023,SE,Data Scientist,90700,US,M
2023,SE,Machine Learning Engineer,247500,US,M
2023,SE,Machine Learning Engineer,172200,US,M
2023,SE,Data Analyst,192000,US,M
2023,SE,Data Analyst,138240,US,M
2023,SE,Data Engineer,168400,US,M
2023,SE,Data Engineer,105200,US,M
2023,SE,Analytics Engineer,150550,US,M
2023,SE,Analytics Engineer,116710,US,M
2023,SE,Data Scientist,180000,US,M
2023,SE,Data Scientist,162000,US,M
2023,SE,Machine Learning Engineer,226600,US,M
2023,SE,Machine Learning Engineer,140100,US,M
2023,SE,Data Visualization Engineer,147100,US,M
2023,SE,Data Visualization Engineer,90700,US,M
2023,SE,Research Scientist,175000,US,M
2023,SE,Research Scientist,120000,US,M
2023,SE,Data Architect,147100,US,M
2023,SE,Data Architect,90700,US,M
2023,SE,Data Modeler,168400,US,M
2023,SE,Data Modeler,105200,US,M
2023,SE,Analytics Engineer,125000,US,M
2023,SE,Analytics Engineer,100000,US,M
2023,SE,Research Scientist,198800,US,M
2023,SE,Research Scientist,105200,US,M
2023,MI,Data Manager,115500,US,M
2023,MI,Data Manager,73500,US,M
2023,SE,Data Engineer,150600,GB,M
2023,SE,Data Engineer,120500,GB,M
2023,SE,Data Engineer,183000,US,M
2023,SE,Data Engineer,140000,US,M
2023,EX,Business Intelligence Developer,167500,US,M
2023,EX,Business Intelligence Developer,106500,US,M
2023,SE,Analytics Engineer,175000,US,M
2023,SE,Analytics Engineer,125000,US,M
2023,SE,Machine Learning Engineer,239000,CA,M
2023,SE,Machine Learning Engineer,149000,CA,M
2023,MI,BI Developer,128000,US,M
2023,MI,BI Developer,81500,US,M
2023,SE,Data Scientist,185000,US,M
2023,SE,Data Scientist,122000,US,M
2023,SE,Business Intelligence Engineer,202800,US,L
2023,SE,Business Intelligence Engineer,104300,US,L
2023,MI,Data Engineer,181500,US,M
2023,MI,Data Engineer,127000,US,M
2023,MI,Data Specialist,186000,US,M
2023,MI,Data Specialist,138000,US,M
2023,MI,Data Scientist,185000,US,M
2023,MI,Data Scientist,122000,US,M
2023,SE,Research Engineer,196000,US,M
2023,SE,Research Engineer,142600,US,M
2023,SE,Data Scientist,205000,US,M
2023,SE,Data Scientist,150000,US,M
2023,SE,Business Intelligence Analyst,140000,CA,M
2023,SE,Business Intelligence Analyst,112000,CA,M
2023,SE,Data Analyst,139000,US,M
2023,SE,Data Analyst,85700,US,M
2023,SE,Data Integration Specialist,36483,IN,L
2023,SE,Lead Data Scientist,36000,RU,L
2023,SE,Data Engineer,130000,US,M
2023,SE,Data Engineer,91270,US,M
2023,SE,Data Scientist,226600,US,M
2023,SE,Data Scientist,140100,US,M
2023,SE,Business Intelligence Engineer,225000,US,M
2023,SE,Business Intelligence Engineer,156400,US,M
2023,MI,Applied Scientist,222200,US,L
2023,MI,Applied Scientist,136000,US,L
2023,SE,Data Architect,180000,US,M
2023,SE,Data Architect,165000,US,M
2023,EX,Director of Data Science,247000,US,M
2023,EX,Director of Data Science,118440,US,M
2023,SE,Data Manager,145000,US,M
2023,SE,Data Manager,130000,US,M
2023,MI,Data Scientist,204500,US,M
2023,MI,Data Scientist,138900,US,M
2023,SE,ML Engineer,297300,US,M
2023,SE,ML Engineer,198200,US,M
2023,MI,Data Scientist,172200,US,M
2023,MI,Data Scientist,131200,US,M
2023,MI,Data Scientist,110736,GB,M
2023,MI,Data Scientist,86128,GB,M
2023,SE,Business Intelligence Engineer,204500,US,M
2023,SE,Business Intelligence Engineer,138900,US,M
2023,MI,Data Specialist,87500,US,M
2023,MI,Data Specialist,62500,US,M
2023,SE,Data Scientist,244000,CA,M
2023,SE,Data Scientist,157000,CA,M
2023,SE,Data Engineer,157550,US,M
2023,SE,Data Engineer,104650,US,M
2023,SE,Research Scientist,136000,US,M
2023,SE,Research Scientist,90600,US,M
2023,EN,Data Engineer,49216,GB,M
2023,EN,Data Engineer,43064,GB,M
2023,SE,Principal Machine Learning Engineer,160000,IN,L
2023,SE,Principal Data Engineer,91773,ES,M
2023,SE,Data Analyst,120350,US,M
2023,SE,Data Analyst,74400,US,M
2023,SE,Data Scientist,281000,CA,M
2023,SE,Data Scientist,181000,CA,M
2023,SE,Data Engineer,280600,US,M
2023,SE,Data Engineer,158600,US,M
2023,SE,Machine Learning Engineer,315300,US,M
2023,SE,Machine Learning Engineer,210200,US,M
2023,MI,Data Analytics Manager,177000,US,M
2023,MI,Data Analytics Manager,110000,US,M
2023,SE,Business Intelligence Engineer,185000,US,L
2023,SE,Business Intelligence Engineer,79600,US,L
2023,MI,Data Analyst,65000,US,M
2023,MI,Data Analyst,55000,US,M
2023,SE,Data Scientist,250000,US,M
2023,SE,Data Scientist,160000,US,M
2023,MI,Data Scientist,183200,US,M
2023,MI,Data Scientist,122200,US,M
2023,SE,Data Analyst,100000,US,M
2023,SE,Data Analyst,75000,US,M
2023,SE,Data Analyst,185000,US,M
2023,SE,Data Analyst,145000,US,M
2023,MI,AI Research Engineer,150000,US,M
2023,SE,Data Scientist,131000,US,M
2023,SE,Data Scientist,101000,US,M
2023,SE,Data Engineer,170000,US,M
2023,SE,Data Engineer,130000,US,M
2023,SE,Business Intelligence Analyst,171050,US,M
2023,SE,Business Intelligence Analyst,124400,US,M
2023,SE,BI Developer,135000,US,M
2023,SE,BI Developer,110000,US,M
2023,SE,Data Scientist,187000,US,M
2023,SE,Data Scientist,128000,US,M
2023,MI,Data Analytics Manager,177000,US,M
2023,MI,Data Analytics Manager,110000,US,M
2023,SE,Data Analyst,138000,US,M
2023,SE,Data Analyst,92000,US,M
2023,EX,Data Engineer,200000,US,M
2023,EX,Data Engineer,160000,US,M
2023,SE,Data Architect,138000,GB,M
2023,SE,Data Architect,92000,GB,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Scientist,120000,US,M
2023,SE,Business Intelligence Engineer,241300,US,L
2023,SE,Business Intelligence Engineer,124100,US,L
2023,SE,Data Science Manager,185000,US,M
2023,SE,Data Science Manager,152000,US,M
2023,SE,Data Analyst,138000,US,M
2023,SE,Data Analyst,92000,US,M
2023,SE,Data Engineer,288000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Analyst,93918,US,M
2023,SE,Data Analyst,51962,US,M
2023,SE,Data Engineer,107968,DE,M
2023,SE,Data Engineer,90599,DE,M
2023,SE,Data Scientist,189750,US,M
2023,SE,Data Scientist,145000,US,M
2023,SE,Data Engineer,225500,US,M
2023,SE,Data Engineer,139400,US,M
2023,SE,Data Analyst,130000,US,M
2023,SE,Data Analyst,95000,US,M
2023,SE,Data Scientist,359170,US,M
2023,SE,Data Scientist,310270,US,M
2023,SE,Data Engineer,252000,US,M
2023,SE,Data Engineer,140000,US,M
2023,MI,Data Scientist,82254,CA,L
2023,MI,Data Scientist,61699,CA,L
2023,EX,Business Intelligence Engineer,247500,US,M
2023,EX,Business Intelligence Engineer,172200,US,M
2023,MI,Business Intelligence Analyst,87500,US,M
2023,MI,Business Intelligence Analyst,62500,US,M
2023,SE,Analytics Engineer,146000,CA,M
2023,SE,Analytics Engineer,108000,CA,M
2023,SE,Decision Scientist,204500,US,M
2023,SE,Decision Scientist,142200,US,M
2023,SE,Data Analyst,138000,US,M
2023,SE,Data Analyst,92000,US,M
2023,SE,Research Engineer,273000,US,M
2023,SE,Research Engineer,166500,US,M
2023,EN,Research Analyst,65000,US,M
2023,EN,Research Analyst,45000,US,M
2023,SE,Data Engineer,180000,US,M
2023,SE,Data Engineer,150000,US,M
2023,SE,Data Scientist,174000,US,M
2023,SE,Data Scientist,139000,US,M
2023,SE,Research Scientist,212800,US,L
2023,SE,Research Scientist,124100,US,L
2023,SE,Machine Learning Engineer,247500,US,M
2023,SE,Machine Learning Engineer,172200,US,M
2023,SE,Data Scientist,189750,CA,M
2023,SE,Data Scientist,119213,CA,M
2023,SE,Analytics Engineer,190000,CA,M
2023,SE,Analytics Engineer,140000,CA,M
2023,SE,Machine Learning Engineer,228830,US,M
2023,SE,Machine Learning Engineer,148590,US,M
2023,MI,AI Developer,140000,US,S
2023,SE,Machine Learning Scientist,180514,GB,M
2023,SE,Machine Learning Scientist,108308,GB,M
2023,SE,Machine Learning Scientist,220000,US,M
2023,SE,Machine Learning Scientist,170000,US,M
2023,SE,Business Intelligence Analyst,169000,US,M
2023,SE,Business Intelligence Analyst,110600,US,M
2023,SE,Data Engineer,180514,GB,M
2023,SE,Data Engineer,108308,GB,M
2023,SE,Data Engineer,247300,US,M
2023,SE,Data Engineer,139700,US,M
2023,SE,Data Engineer,77737,ES,M
2023,SE,Data Engineer,64311,ES,M
2023,SE,Research Scientist,205500,US,M
2023,SE,Research Scientist,132500,US,M
2023,MI,Data Analyst,75000,US,M
2023,MI,Data Analyst,65000,US,M
2023,SE,Data Engineer,121000,US,M
2023,SE,Data Engineer,78000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,145000,US,M
2023,SE,Data Engineer,75577,IT,M
2023,SE,Data Engineer,62433,IT,M
2023,SE,Data Scientist,238000,CA,M
2023,SE,Data Scientist,156000,CA,M
2023,SE,Data Analyst,204500,US,M
2023,SE,Data Analyst,138900,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,120000,US,M
2023,SE,Data Engineer,254000,US,M
2023,SE,Data Engineer,200000,US,M
2023,SE,Data Scientist,228000,US,M
2023,SE,Data Scientist,136000,US,M
2023,SE,Data Scientist,233300,US,M
2023,SE,Data Scientist,155500,US,M
2023,MI,Power BI Developer,64781,DK,L
2023,SE,Data Analyst,94000,US,M
2023,SE,Data Analyst,81900,US,M
2023,SE,Data Engineer,190000,US,M
2023,SE,Data Engineer,140000,US,M
2023,SE,Data Engineer,199000,GB,M
2023,SE,Data Engineer,162000,GB,M
2023,SE,Data Analyst,92280,GB,M
2023,SE,Data Analyst,67672,GB,M
2023,SE,Data Engineer,208000,US,M
2023,SE,Data Engineer,109500,US,M
2023,SE,Data Operations Engineer,240000,US,M
2023,SE,Data Operations Engineer,238530,US,M
2023,SE,Data Quality Analyst,95000,US,M
2023,SE,Data Quality Analyst,82000,US,M
2023,EX,Data Analyst,80000,US,M
2023,EX,Data Analyst,70000,US,M
2023,SE,Business Intelligence Engineer,155000,US,M
2023,SE,Business Intelligence Engineer,130000,US,M
2023,SE,Data Analyst,169000,US,M
2023,SE,Data Analyst,110600,US,M
2023,SE,Data Scientist,190000,US,M
2023,SE,Data Scientist,150000,US,M
2023,SE,Data Scientist,154700,US,M
2023,SE,Data Scientist,118900,US,M
2023,SE,Data Engineer,232960,US,M
2023,SE,Data Engineer,166400,US,M
2023,MI,Data Scientist,156000,US,M
2023,MI,Data Scientist,105000,US,M
2023,SE,Machine Learning Engineer,193000,CA,M
2023,SE,Machine Learning Engineer,143000,CA,M
2023,SE,Data Engineer,190000,US,M
2023,SE,Data Engineer,140000,US,M
2023,SE,Data Analyst,138860,US,M
2023,SE,Data Analyst,119610,US,M
2023,SE,Data Scientist,205485,US,M
2023,SE,Data Scientist,156560,US,M
2023,MI,Data Scientist,230000,US,M
2023,MI,Data Scientist,175000,US,M
2023,SE,Machine Learning Engineer,210600,GB,M
2023,SE,Machine Learning Engineer,135000,GB,M
2023,SE,Data Scientist,265000,US,M
2023,SE,Data Scientist,153000,US,M
2023,SE,Analytics Engineer,260000,US,M
2023,SE,Analytics Engineer,170000,US,M
2023,MI,Data Engineer,105000,US,M
2023,MI,Data Engineer,65000,US,M
2023,SE,Data Engineer,157550,US,M
2023,SE,Data Engineer,104650,US,M
2023,SE,Business Intelligence Engineer,225000,US,M
2023,SE,Business Intelligence Engineer,156400,US,M
2023,SE,Data Analyst,150000,US,M
2023,SE,Data Analyst,125000,US,M
2023,MI,Data Scientist,135000,GB,M
2023,MI,Data Scientist,100000,GB,M
2023,MI,Data Analyst,100000,US,M
2023,MI,Data Analyst,59000,US,M
2023,MI,Data Science Consultant,70132,GB,M
2023,MI,Data Science Consultant,51676,GB,M
2023,SE,Data Scientist,92280,GB,M
2023,SE,Data Scientist,79976,GB,M
2022,MI,Business Intelligence Developer,15000,GH,M
2023,SE,Applied Data Scientist,64781,DE,L
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,SE,Data Analyst,144100,US,M
2023,SE,Data Analyst,89100,US,M
2023,SE,Data Engineer,185900,US,M
2023,SE,Data Engineer,129300,US,M
2023,MI,Data Analytics Manager,177000,US,M
2023,MI,Data Analytics Manager,110000,US,M
2023,SE,Research Engineer,140000,US,M
2023,SE,Research Engineer,100000,US,M
2023,MI,Data Scientist,145000,US,M
2023,MI,Data Scientist,115000,US,M
2023,SE,Data Engineer,193600,US,M
2023,SE,Data Engineer,119700,US,M
2023,SE,Data Analyst,94000,US,M
2023,SE,Data Analyst,81900,US,M
2023,SE,Data Scientist,164000,US,M
2023,SE,Data Scientist,130000,US,M
2023,SE,Data Engineer,190000,US,M
2023,SE,Data Engineer,140000,US,M
2023,EX,Head of Data Science,131721,NL,L
2023,SE,Data Scientist,323300,US,M
2023,SE,Data Scientist,184700,US,M
2023,MI,ML Engineer,180000,US,M
2023,MI,ML Engineer,120000,US,M
2023,SE,Data Analyst,93918,US,M
2023,SE,Data Analyst,51962,US,M
2023,SE,Data Scientist,150000,US,M
2023,SE,Data Scientist,130000,US,M
2023,SE,Data Engineer,242000,CA,M
2023,SE,Data Engineer,134000,CA,M
2023,SE,Data Strategist,104000,US,M
2023,SE,Data Strategist,86000,US,M
2023,SE,Machine Learning Engineer,258800,GB,M
2023,SE,Machine Learning Engineer,199200,GB,M
2023,SE,Data Scientist,201000,US,M
2023,SE,Data Scientist,122000,US,M
2023,MI,Data Analyst,110000,US,M
2023,MI,Data Analyst,90000,US,M
2023,SE,Research Engineer,141100,US,M
2023,SE,Research Engineer,94100,US,M
2023,SE,Data Engineer,210000,US,M
2023,SE,Data Engineer,165000,US,M
2023,SE,Data Engineer,185900,US,M
2023,SE,Data Engineer,129300,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Scientist,126000,US,M
2023,SE,Data Scientist,170000,US,M
2023,SE,Data Scientist,130000,US,M
2023,MI,Data Engineer,104584,GB,M
2023,MI,Data Engineer,92280,GB,M
2023,SE,Analytics Engineer,208500,US,M
2023,SE,Analytics Engineer,165000,US,M
2023,SE,Data Engineer,77737,DE,L
2023,SE,Data Engineer,86374,SE,L
2023,SE,Business Intelligence Developer,169000,US,M
2023,SE,Business Intelligence Developer,110600,US,M
2023,SE,Data Scientist,185900,US,M
2023,SE,Data Scientist,129300,US,M
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,SE,Machine Learning Engineer,309000,US,M
2023,SE,Machine Learning Engineer,142000,US,M
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,SE,Data Analyst,204500,US,M
2023,SE,Data Analyst,138900,US,M
2023,SE,Data Scientist,185900,US,M
2023,SE,Data Scientist,129300,US,M
2023,SE,Machine Learning Engineer,323300,US,M
2023,SE,Machine Learning Engineer,184700,US,M
2023,SE,Machine Learning Engineer,247500,US,M
2023,SE,Machine Learning Engineer,172200,US,M
2023,SE,Decision Scientist,204500,US,M
2023,SE,Decision Scientist,142200,US,M
2023,MI,Machine Learning Software Engineer,24322,IN,L
2023,SE,BI Developer,135000,US,M
2023,SE,BI Developer,110000,US,M
2023,SE,Machine Learning Scientist,180514,GB,M
2023,SE,Machine Learning Scientist,108308,GB,M
2023,SE,BI Analyst,118800,US,M
2023,SE,BI Analyst,75000,US,M
2023,SE,Data Manager,145000,US,M
2023,SE,Data Manager,130000,US,M
2023,SE,Data Engineer,180514,GB,M
2023,SE,Data Engineer,108308,GB,M
2023,SE,Machine Learning Engineer,193600,US,M
2023,SE,Machine Learning Engineer,119700,US,M
2023,SE,BI Analyst,130800,US,M
2023,SE,BI Analyst,87200,US,M
2023,SE,Data Engineer,215000,US,M
2023,SE,Data Engineer,150000,US,M
2023,EX,Business Intelligence Engineer,247500,US,M
2023,EX,Business Intelligence Engineer,172200,US,M
2023,MI,Data Scientist,61520,GB,M
2023,MI,Data Scientist,49216,GB,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,SE,Data Analyst,169000,US,M
2023,SE,Data Analyst,110600,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,SE,ML Engineer,238000,US,M
2023,SE,ML Engineer,173000,US,M
2023,SE,Business Intelligence Engineer,225000,US,M
2023,SE,Business Intelligence Engineer,156400,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,SE,Data Scientist,185900,US,M
2023,SE,Data Scientist,129300,US,M
2023,EX,Data Engineer,205785,GB,M
2023,EX,Data Engineer,123471,GB,M
2023,SE,Data Science Manager,299500,US,M
2023,SE,Data Science Manager,245100,US,M
2023,SE,Data Scientist,153600,US,M
2023,SE,Data Scientist,106800,US,M
2023,EN,AI Programmer,40000,KR,S
2023,SE,Data Scientist,71259,ES,M
2023,MI,Data Scientist,125000,US,M
2023,MI,Data Scientist,90000,US,M
2023,SE,ML Engineer,290000,US,M
2023,SE,ML Engineer,226000,US,M
2023,SE,Applied Scientist,222200,US,L
2023,SE,Applied Scientist,136000,US,L
2023,SE,Data Scientist,161000,US,M
2023,SE,Data Scientist,151000,US,M
2023,SE,Data Analyst,53120,EE,M
2023,SE,Data Analyst,38868,EE,M
2023,SE,Data Engineer,136994,US,M
2023,SE,Data Engineer,101570,US,M
2023,SE,Data Scientist,214500,US,M
2023,SE,Data Scientist,150000,US,M
2023,SE,Analytics Engineer,150000,US,M
2023,SE,Analytics Engineer,120000,US,M
2023,SE,Data Engineer,278300,US,M
2023,SE,Data Engineer,205700,US,M
2023,SE,Applied Scientist,185900,US,M
2023,SE,Applied Scientist,167310,US,M
2023,MI,Data Engineer,114000,US,M
2023,MI,Data Engineer,100000,US,M
2023,SE,Applied Scientist,260000,US,L
2023,SE,Applied Scientist,136000,US,L
2023,SE,Data Engineer,162000,US,M
2023,SE,Data Engineer,111000,US,M
2023,SE,Data Engineer,225500,US,M
2023,SE,Data Engineer,139400,US,M
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,MI,Data Analytics Manager,177000,US,M
2023,MI,Data Analytics Manager,110000,US,M
2023,SE,Data Analyst,120350,US,M
2023,SE,Data Analyst,74400,US,M
2023,SE,Data Engineer,194000,US,M
2023,SE,Data Engineer,161000,US,M
2023,EN,Research Engineer,32390,FR,M
2023,SE,Machine Learning Engineer,184950,US,M
2023,SE,Machine Learning Engineer,119250,US,M
2023,SE,Data Engineer,178500,US,M
2023,SE,Data Engineer,136000,US,M
2023,SE,Machine Learning Engineer,189000,US,M
2023,SE,Machine Learning Engineer,159090,US,M
2023,MI,Data Engineer,91000,US,M
2023,MI,Data Engineer,82000,US,M
2023,SE,Data Engineer,149076,US,M
2023,SE,Data Engineer,82365,US,M
2023,SE,Applied Scientist,192000,US,M
2023,SE,Applied Scientist,164000,US,M
2023,SE,Data Scientist,175000,US,M
2023,SE,Data Scientist,125000,US,M
2023,SE,Data Engineer,194595,US,M
2023,SE,Data Engineer,158000,US,M
2023,SE,Data Engineer,240500,US,L
2023,SE,Data Engineer,123700,US,L
2023,SE,Data Scientist,212800,US,L
2023,SE,Data Scientist,111600,US,L
2023,MI,Research Engineer,257400,US,M
2023,MI,Research Engineer,193500,US,M
2023,SE,ML Engineer,305000,US,M
2023,SE,ML Engineer,245000,US,M
2023,SE,Data Scientist,205485,US,M
2023,SE,Data Scientist,156560,US,M
2023,SE,Data Analyst,168000,US,L
2023,SE,Data Analyst,78400,US,L
2023,SE,Machine Learning Engineer,260000,US,M
2023,SE,Machine Learning Engineer,175000,US,M
2023,EX,Data Engineer,130002,US,M
2023,EX,Data Engineer,71908,US,M
2023,SE,Data Analyst,212000,US,M
2023,SE,Data Analyst,132000,US,M
2023,MI,Data Analyst,177000,US,M
2023,MI,Data Analyst,110000,US,M
2023,SE,Data Scientist,164000,US,M
2023,SE,Data Scientist,130000,US,M
2023,SE,Data Scientist,185900,US,M
2023,SE,Data Scientist,129300,US,M
2023,SE,Research Scientist,248100,US,M
2023,SE,Research Scientist,145900,US,M
2023,SE,Data Analyst,148000,US,M
2023,SE,Data Analyst,92000,US,M
2023,SE,Applied Scientist,248100,US,M
2023,SE,Applied Scientist,145900,US,M
2023,SE,Data Lead,155000,US,M
2023,SE,Data Lead,38000,US,M
2023,SE,Machine Learning Engineer,218000,US,M
2023,SE,Machine Learning Engineer,115000,US,M
2023,SE,Data Strategist,104000,US,M
2023,SE,Data Strategist,86000,US,M
2023,SE,Analytics Engineer,235400,US,M
2023,SE,Analytics Engineer,108320,US,M
2023,SE,Data Quality Analyst,95000,US,M
2023,SE,Data Quality Analyst,82000,US,M
2023,SE,Data Engineer,152375,US,M
2023,SE,Data Engineer,94000,US,M
2023,SE,Data Analyst,115934,US,M
2023,SE,Data Analyst,81666,US,M
2023,MI,Data Analyst,110000,US,M
2023,MI,Data Analyst,79000,US,M
2023,SE,Research Scientist,273400,US,M
2023,SE,Research Scientist,182200,US,M
2023,MI,Data Analyst,160000,US,M
2023,MI,Data Analyst,112000,US,M
2023,SE,Data Scientist,285000,US,M
2023,SE,Data Scientist,154000,US,M
2023,SE,Applied Scientist,220000,US,M
2023,SE,Applied Scientist,170000,US,M
2023,EX,Data Engineer,174500,US,M
2023,EX,Data Engineer,113000,US,M
2023,SE,Data Engineer,225000,US,M
2023,SE,Data Engineer,125000,US,M
2023,MI,Data Engineer,200000,US,M
2023,MI,Data Engineer,180000,US,M
2023,MI,Applied Scientist,250000,US,M
2023,MI,Applied Scientist,125000,US,M
2023,MI,Data Analyst,110000,US,M
2023,MI,Data Analyst,90000,US,M
2023,MI,Research Scientist,275000,US,M
2023,MI,Research Scientist,200000,US,M
2023,MI,Research Scientist,275000,US,M
2023,MI,Research Scientist,200000,US,M
2023,SE,Machine Learning Engineer,258800,GB,M
2023,SE,Machine Learning Engineer,199200,GB,M
2023,SE,Data Scientist,177000,GB,M
2023,SE,Data Scientist,136000,GB,M
2023,MI,Data Analyst,110000,US,M
2023,MI,Data Analyst,80000,US,M
2023,SE,Data Analyst,115000,US,M
2023,SE,Data Analyst,75000,US,M
2023,SE,Data Analyst,138860,US,M
2023,SE,Data Analyst,122720,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Scientist,126000,US,M
2023,SE,Data Engineer,231500,US,M
2023,SE,Data Engineer,118000,US,M
2023,EX,Data Scientist,299500,US,M
2023,EX,Data Scientist,249600,US,M
2023,SE,Business Intelligence Engineer,185000,US,L
2023,SE,Business Intelligence Engineer,79600,US,L
2023,MI,Data Analyst,15680,PH,L
2023,SE,Machine Learning Engineer,193600,US,M
2023,SE,Machine Learning Engineer,119700,US,M
2023,SE,Data Engineer,240500,US,L
2023,SE,Data Engineer,123700,US,L
2023,MI,Data Engineer,120000,US,M
2023,MI,Data Engineer,110000,US,M
2023,MI,Data Analyst,100000,US,M
2023,MI,Data Analyst,75000,US,M
2023,SE,Machine Learning Engineer,297000,US,M
2023,SE,Machine Learning Engineer,138000,US,M
2023,MI,Data Scientist,135000,US,M
2023,MI,Data Scientist,105000,US,M
2023,SE,Data Scientist,267100,US,M
2023,SE,Data Scientist,167200,US,M
2023,SE,Data Scientist,202000,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Engineer,174350,US,M
2023,SE,Data Engineer,126800,US,M
2023,SE,Machine Learning Engineer,258800,GB,M
2023,SE,Machine Learning Engineer,199200,GB,M
2023,SE,Data Architect,188500,US,M
2023,SE,Data Architect,117000,US,M
2023,SE,Data Scientist,150931,US,M
2023,SE,Data Scientist,143250,US,M
2023,SE,AI Architect,330000,US,M
2023,SE,AI Architect,204000,US,M
2023,SE,Machine Learning Engineer,247500,US,M
2023,SE,Machine Learning Engineer,172200,US,M
2023,SE,Data Engineer,200000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,205600,US,L
2023,SE,Data Engineer,105700,US,L
2023,SE,Machine Learning Engineer,324000,US,M
2023,SE,Machine Learning Engineer,159000,US,M
2023,SE,Data Engineer,231000,US,M
2023,SE,Data Engineer,157250,US,M
2023,SE,Machine Learning Scientist,240000,US,M
2023,SE,Machine Learning Scientist,157250,US,M
2023,SE,Data Engineer,232000,US,M
2023,SE,Data Engineer,108000,US,M
2023,SE,Data Manager,145000,US,M
2023,SE,Data Manager,130000,US,M
2023,SE,Data Scientist,277300,GB,M
2023,SE,Data Scientist,213300,GB,M
2023,SE,Data Scientist,180000,US,M
2023,SE,Data Scientist,135000,US,M
2023,SE,Data Engineer,209000,US,M
2023,SE,Data Engineer,135000,US,M
2023,SE,Applied Scientist,260000,US,L
2023,SE,Applied Scientist,136000,US,L
2023,SE,Data Engineer,209000,US,M
2023,SE,Data Engineer,135000,US,M
2023,SE,Data Scientist,184250,US,M
2023,SE,Data Scientist,167500,US,M
2023,SE,Data Engineer,95000,US,M
2023,SE,Data Engineer,85000,US,M
2023,MI,Data Scientist,230000,US,M
2023,MI,Data Scientist,175000,US,M
2023,MI,Computer Vision Engineer,110736,GB,M
2023,MI,Computer Vision Engineer,92280,GB,M
2023,SE,Data Analyst,154440,US,M
2023,SE,Data Analyst,68550,US,M
2023,EN,Data Analyst,90000,US,M
2023,EN,Data Analyst,60000,US,M
2023,SE,Data Engineer,226600,US,M
2023,SE,Data Engineer,140100,US,M
2023,SE,Business Intelligence Developer,169000,US,M
2023,SE,Business Intelligence Developer,110600,US,M
2023,SE,Business Intelligence Analyst,171050,US,M
2023,SE,Business Intelligence Analyst,124400,US,M
2023,SE,Data Engineer,225500,US,M
2023,SE,Data Engineer,139400,US,M
2023,SE,Machine Learning Engineer,226600,US,M
2023,SE,Machine Learning Engineer,140100,US,M
2023,SE,Data Engineer,162000,US,M
2023,SE,Data Engineer,111000,US,M
2023,EN,Data Analyst,49216,GB,M
2023,EN,Data Analyst,41833,GB,M
2023,SE,Data Scientist,136000,US,M
2023,SE,Data Scientist,104000,US,M
2023,SE,Data Architect,80000,US,M
2023,SE,Data Architect,52500,US,M
2023,SE,Data Engineer,150000,US,M
2023,SE,Data Engineer,115000,US,M
2023,SE,Research Engineer,253000,US,M
2023,SE,Research Engineer,156400,US,M
2023,SE,Machine Learning Engineer,300000,US,M
2023,SE,Machine Learning Engineer,235000,US,M
2023,SE,Data Analyst,223100,US,L
2023,SE,Data Analyst,114700,US,L
2023,SE,Data Analyst,172800,GB,M
2023,SE,Data Analyst,110000,GB,M
2023,SE,Data Analyst,95000,US,M
2023,SE,Data Analyst,70000,US,M
2023,SE,Data Scientist,180000,US,M
2023,SE,Data Scientist,120000,US,M
2023,MI,Data Engineer,152375,US,M
2023,MI,Data Engineer,94000,US,M
2023,SE,Data Engineer,183000,CA,M
2023,SE,Data Engineer,125000,CA,M
2023,SE,Data Scientist,185900,US,M
